campaign_id,campaign_name,platform,post_type,post_date,post_time,content_theme,target_audience,boosted_post,spend_usd,reach,impressions,engagements,clicks,conversions,conversion_value_usd,cpc_usd,ctr,engagement_rate,hashtag_count,emoji_count,word_count,sentiment_score,video_length_seconds
CMP1012,Back to School Campaign 2024,Instagram,Video,1/5/2025,9:15,User Testimonial,"Gen Z (18-24, Urban)",TRUE,8.35,7057,10395,504,207,32,506.98,0.04,0.0199,0.0714,15,7,20,0.4,54
CMP1012,Back to School Campaign 2024,Instagram,Story,1/25/2025,14:15,Promotion,"Millennials (25-34, Suburban)",TRUE,6.46,1636,2105,88,48,3,382.38,0.13,0.0228,0.0538,7,7,25,0.54,63
CMP1012,Back to School Campaign 2025,Facebook,Story,1/10/2025,16:00,User Testimonial,"Parents (30-45, Suburban)",FALSE,13.62,6901,10344,301,90,17,2076.89,0.15,0.0087,0.0436,10,1,45,-0.39,91
CMP1012,Spring Campaign 2025,TikTok,Video,1/22/2025,15:30,User Testimonial,"Parents (30-45, Suburban)",TRUE,32.81,1143,1806,23,9,0,0,3.65,0.005,0.0201,8,3,43,0.3,79
CMP1012,Fall Campaign 2025,TikTok,Story,1/26/2025,8:45,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,47.41,6420,8980,384,198,20,297.36,0.24,0.022,0.0598,11,9,27,0.66,17
CMP1012,Fall Campaign 2025,X,Story,1/21/2025,20:30,Product Launch,"Gen Z (18-24, Urban)",TRUE,71.15,9177,14697,529,201,35,2699.12,0.35,0.0137,0.0576,3,10,41,0.45,114
CMP1012,Holiday Campaign 2025,Instagram,Image,1/13/2025,14:45,Product Launch,"Parents (30-45, Suburban)",TRUE,7.88,8147,10119,279,136,11,1036.68,0.06,0.0134,0.0342,4,6,25,-0.17,0
CMP1013,Summer Campaign 2025,Instagram,Image,2/11/2025,23:30,Lifestyle,"Millennials (25-34, Suburban)",TRUE,74.06,13270,15344,634,345,47,2357.73,0.21,0.0225,0.0478,7,2,33,-0.16,0
CMP1013,Spring Campaign 2025,LinkedIn,Carousel,2/24/2025,17:30,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,13.06,5611,8990,154,47,3,357.42,0.28,0.0052,0.0274,10,10,16,-1,0
CMP1013,Holiday Campaign 2025,Facebook,Reel,2/5/2025,13:30,Lifestyle,"Millennials (25-34, Suburban)",TRUE,3.41,434,547,11,4,0,0,0.85,0.0073,0.0253,3,9,8,0.74,58
CMP1013,Holiday Campaign 2025,LinkedIn,Video,2/24/2025,8:15,Product Launch,"Gen Z (18-24, Urban)",TRUE,39.63,8625,12007,426,265,41,2534,0.15,0.0221,0.0494,9,0,30,0.06,30
CMP1013,Summer Campaign 2025,Instagram,Reel,2/25/2025,12:30,Product Launch,"Parents (30-45, Suburban)",FALSE,0.02,4165,5302,373,152,7,321.21,0,0.0287,0.0896,8,8,13,0.8,37
CMP1013,Holiday Campaign 2025,LinkedIn,Video,2/10/2025,23:45,Lifestyle,"Parents (30-45, Suburban)",TRUE,17.68,3239,3832,386,221,29,3229.02,0.08,0.0577,0.1192,6,7,17,0.37,62
CMP1013,Holiday Campaign 2024,Instagram,Image,2/1/2025,18:15,Lifestyle,"Parents (30-45, Suburban)",TRUE,6.87,956,1504,67,39,7,148.36,0.18,0.0259,0.0701,4,5,16,0.23,0
CMP1013,Summer Campaign 2025,TikTok,Video,2/8/2025,9:15,Lifestyle,"Professionals (25-54, B2B)",TRUE,10,3052,4379,107,59,9,1033.96,0.17,0.0135,0.0351,1,8,25,-0.03,115
CMP1013,Spring Campaign 2025,Instagram,Image,2/16/2025,21:15,User Testimonial,"Parents (30-45, Suburban)",FALSE,8,6118,7880,689,297,38,733.5,0.03,0.0377,0.1126,12,4,35,0.13,0
CMP1013,Back to School Campaign 2024,Facebook,Story,2/9/2025,19:00,Lifestyle,"Parents (30-45, Suburban)",TRUE,76.57,8306,10366,345,143,11,658.9,0.54,0.0138,0.0415,15,7,17,0.37,55
CMP1013,Holiday Campaign 2024,Facebook,Video,2/11/2025,6:15,Behind-the-Scenes,"Millennials (25-34, Suburban)",FALSE,1.31,7121,8003,789,486,93,5725.19,0,0.0607,0.1108,4,6,19,-0.18,45
CMP1013,Spring Campaign 2025,LinkedIn,Carousel,2/4/2025,13:45,User Testimonial,"Gen Z (18-24, Urban)",TRUE,32.8,4547,6494,99,65,3,108.94,0.5,0.01,0.0218,4,6,22,0.03,0
CMP1013,Back to School Campaign 2025,Instagram,Carousel,2/17/2025,7:45,Promotion,"Professionals (25-54, B2B)",FALSE,0.01,2171,3482,130,67,12,741.4,0,0.0192,0.0599,7,4,43,0.27,0
CMP1013,Summer Campaign 2025,LinkedIn,Story,2/1/2025,17:00,Lifestyle,"Gen X (35-50, Mixed)",FALSE,1.75,5068,5873,101,61,7,590.19,0.03,0.0104,0.0199,4,10,12,0.38,104
CMP1013,Holiday Campaign 2025,TikTok,Carousel,2/28/2025,22:45,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,86.86,7442,11825,259,179,13,1588.62,0.49,0.0151,0.0348,3,6,29,-0.84,0
CMP1013,Spring Campaign 2025,Facebook,Image,2/4/2025,17:45,Promotion,"Gen X (35-50, Mixed)",TRUE,62.31,3406,5306,124,79,6,708.32,0.79,0.0149,0.0364,14,4,6,0.87,0
CMP1013,Summer Campaign 2025,Facebook,Reel,2/28/2025,9:15,Product Launch,"Gen X (35-50, Mixed)",TRUE,8.89,1885,3104,60,32,2,272.82,0.28,0.0103,0.0318,0,3,13,-0.08,72
CMP1013,Summer Campaign 2024,X,Story,2/24/2025,7:45,Lifestyle,"Gen X (35-50, Mixed)",TRUE,9.17,1460,2365,146,77,6,866.31,0.12,0.0326,0.1,12,2,20,-0.24,13
CMP1013,Back to School Campaign 2024,Facebook,Carousel,2/21/2025,11:00,Promotion,"Gen X (35-50, Mixed)",TRUE,290.89,14728,16715,419,232,32,1744.56,1.25,0.0139,0.0284,9,7,9,0.11,0
CMP1013,Summer Campaign 2025,Facebook,Image,2/9/2025,12:45,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,58.52,7127,8968,300,119,18,763.49,0.49,0.0133,0.0421,3,4,50,-0.41,0
CMP1013,Back to School Campaign 2024,Facebook,Story,2/16/2025,8:15,Product Launch,"Gen Z (18-24, Urban)",TRUE,84.58,9500,11010,436,249,48,2920.68,0.34,0.0226,0.0459,10,3,37,0.67,24
CMP1013,Back to School Campaign 2024,TikTok,Image,2/20/2025,22:00,Product Launch,"Millennials (25-34, Suburban)",TRUE,71.36,6615,8065,282,129,25,1333.43,0.55,0.016,0.0426,5,7,34,0.48,0
CMP1013,Back to School Campaign 2025,Instagram,Story,2/10/2025,21:45,User Testimonial,"Gen X (35-50, Mixed)",FALSE,4.63,6721,8270,699,447,88,5309.18,0.01,0.0541,0.104,7,2,43,0.25,81
CMP1013,Summer Campaign 2024,Facebook,Reel,2/11/2025,19:30,User Testimonial,"Professionals (25-54, B2B)",FALSE,6.18,1927,2929,112,74,6,216.52,0.08,0.0253,0.0581,1,5,29,0.15,77
CMP1013,Holiday Campaign 2025,X,Carousel,2/14/2025,20:45,Lifestyle,"Parents (30-45, Suburban)",TRUE,126.17,10964,15136,857,597,42,3161.98,0.21,0.0394,0.0782,7,8,14,-0.11,0
CMP1013,Fall Campaign 2024,Facebook,Carousel,2/11/2025,20:45,Product Launch,"Parents (30-45, Suburban)",TRUE,59.95,10354,14802,1007,534,62,4330.05,0.11,0.0361,0.0973,10,9,31,1,0
CMP1013,Spring Campaign 2025,TikTok,Reel,2/14/2025,8:00,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,87.58,6508,7399,332,186,37,5160.97,0.47,0.0251,0.051,1,7,7,-0.87,110
CMP1013,Fall Campaign 2025,LinkedIn,Carousel,2/8/2025,14:30,Lifestyle,"Parents (30-45, Suburban)",FALSE,3.23,505,658,11,5,0,0,0.65,0.0076,0.0218,6,5,48,-0.21,0
CMP1013,Fall Campaign 2024,Facebook,Reel,2/12/2025,16:30,User Testimonial,"Gen X (35-50, Mixed)",TRUE,2.24,7259,9012,447,148,22,2853.82,0.02,0.0164,0.0616,9,5,42,-0.31,41
CMP1013,Holiday Campaign 2025,Facebook,Image,2/27/2025,21:45,Product Launch,"Professionals (25-54, B2B)",FALSE,2.63,406,662,23,13,1,127.92,0.2,0.0196,0.0567,4,6,21,1,0
CMP1013,Holiday Campaign 2024,X,Video,2/20/2025,10:30,User Testimonial,"Professionals (25-54, B2B)",TRUE,0.18,3027,4970,356,107,15,2067.42,0,0.0215,0.1176,14,7,8,-0.48,16
CMP1013,Summer Campaign 2024,X,Carousel,2/14/2025,21:30,Lifestyle,"Gen X (35-50, Mixed)",TRUE,72.71,5519,6249,255,95,5,231.58,0.77,0.0152,0.0462,7,8,17,0.92,0
CMP1013,Fall Campaign 2025,Instagram,Carousel,2/20/2025,8:30,User Testimonial,"Gen Z (18-24, Urban)",FALSE,4.2,2156,3436,230,107,15,1267.43,0.04,0.0311,0.1067,3,9,29,-0.33,0
CMP1013,Summer Campaign 2024,Instagram,Image,2/7/2025,15:15,Lifestyle,"Professionals (25-54, B2B)",TRUE,87.33,8802,12275,279,177,24,503.34,0.49,0.0144,0.0317,12,3,10,0.49,0
CMP1013,Summer Campaign 2025,Facebook,Story,2/11/2025,12:30,User Testimonial,"Gen Z (18-24, Urban)",FALSE,12.09,2376,3217,158,100,11,625.5,0.12,0.0311,0.0665,3,9,23,0.06,43
CMP1013,Spring Campaign 2025,LinkedIn,Video,2/20/2025,8:30,Promotion,"Professionals (25-54, B2B)",TRUE,13.66,1746,2889,178,95,8,1108.54,0.14,0.0329,0.1019,3,0,9,0.14,111
CMP1013,Holiday Campaign 2024,LinkedIn,Story,2/25/2025,21:45,Product Launch,"Gen X (35-50, Mixed)",FALSE,1,6571,9654,436,231,15,2169.58,0,0.0239,0.0664,3,2,28,-0.23,117
CMP1013,Fall Campaign 2025,Instagram,Reel,2/10/2025,10:15,Lifestyle,"Gen Z (18-24, Urban)",TRUE,66.9,6447,7493,711,373,72,4300.62,0.18,0.0498,0.1103,2,6,49,0.36,100
CMP1013,Fall Campaign 2024,LinkedIn,Image,2/6/2025,15:15,User Testimonial,"Gen X (35-50, Mixed)",FALSE,3.24,6034,8836,499,251,33,2690.73,0.01,0.0284,0.0827,15,3,37,-0.16,0
CMP1013,Summer Campaign 2024,Instagram,Image,2/24/2025,20:00,Promotion,"Parents (30-45, Suburban)",TRUE,2.65,5901,8885,325,186,30,501.55,0.01,0.0209,0.0551,13,0,39,-0.02,0
CMP1013,Summer Campaign 2025,TikTok,Carousel,2/20/2025,20:00,Promotion,"Parents (30-45, Suburban)",TRUE,128.11,7447,10867,533,327,31,4357.11,0.39,0.0301,0.0716,7,5,30,-0.38,0
CMP1013,Summer Campaign 2025,TikTok,Reel,2/24/2025,23:00,User Testimonial,"Parents (30-45, Suburban)",TRUE,5.2,1279,2049,37,22,3,410.85,0.24,0.0107,0.0289,4,8,20,0.99,15
CMP1013,Holiday Campaign 2024,X,Carousel,2/3/2025,14:45,Lifestyle,"Gen Z (18-24, Urban)",TRUE,0.8,3676,6037,292,197,30,1735.26,0,0.0326,0.0794,1,4,13,0.6,0
CMP1013,Back to School Campaign 2025,LinkedIn,Video,2/19/2025,10:00,Lifestyle,"Millennials (25-34, Suburban)",TRUE,267.87,16084,23064,1015,657,121,1351.4,0.41,0.0285,0.0631,8,1,43,-0.22,116
CMP1013,Spring Campaign 2024,X,Carousel,2/5/2025,23:45,Product Launch,"Gen X (35-50, Mixed)",TRUE,25.6,6442,8383,552,284,49,4459.32,0.09,0.0339,0.0857,4,10,10,0,0
CMP1013,Holiday Campaign 2024,Instagram,Video,2/28/2025,15:30,Product Launch,"Millennials (25-34, Suburban)",TRUE,54.57,9635,11095,425,246,37,1349.01,0.22,0.0222,0.0441,0,8,11,-0.71,78
CMP1013,Fall Campaign 2024,X,Reel,2/6/2025,7:00,Promotion,"Professionals (25-54, B2B)",TRUE,79.62,4864,7158,272,182,21,2636.85,0.44,0.0254,0.0559,7,1,19,-0.01,52
CMP1013,Spring Campaign 2025,LinkedIn,Video,2/1/2025,9:00,Promotion,"Gen X (35-50, Mixed)",FALSE,2.04,4038,4587,444,237,17,1257.09,0.01,0.0517,0.11,9,2,41,-0.03,60
CMP1013,Fall Campaign 2024,LinkedIn,Image,2/9/2025,22:15,Promotion,"Professionals (25-54, B2B)",TRUE,71.37,9000,11733,390,164,29,1531.73,0.44,0.014,0.0433,0,10,44,-0.8,0
CMP1013,Summer Campaign 2024,Instagram,Video,2/27/2025,14:00,Lifestyle,"Professionals (25-54, B2B)",TRUE,76.73,5075,6932,344,168,21,2817.43,0.46,0.0242,0.0678,14,8,50,-0.27,98
CMP1013,Fall Campaign 2024,TikTok,Video,2/25/2025,21:30,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,28.57,6043,6923,161,88,6,684.26,0.32,0.0127,0.0266,14,7,43,0.27,54
CMP1013,Holiday Campaign 2024,TikTok,Carousel,2/23/2025,8:30,Promotion,"Gen X (35-50, Mixed)",FALSE,2.13,2577,4222,54,22,4,78.33,0.1,0.0052,0.021,5,0,22,0.28,0
CMP1013,Holiday Campaign 2025,LinkedIn,Reel,2/28/2025,21:15,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,94.1,10941,16810,785,448,75,5955.95,0.21,0.0267,0.0717,7,8,18,0.6,63
CMP1013,Back to School Campaign 2025,Facebook,Video,2/17/2025,21:30,Promotion,"Parents (30-45, Suburban)",TRUE,11.61,1106,1504,103,60,11,666.3,0.19,0.0399,0.0931,6,1,7,-0.37,16
CMP1013,Fall Campaign 2024,Facebook,Carousel,2/3/2025,7:15,Lifestyle,"Millennials (25-34, Suburban)",FALSE,17.34,6143,8757,602,384,40,2394.94,0.05,0.0439,0.098,9,7,17,0.55,0
CMP1013,Back to School Campaign 2024,Instagram,Reel,2/7/2025,13:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,1.98,7252,9683,552,282,48,6960.96,0.01,0.0291,0.0761,5,1,36,-0.09,19
CMP1013,Summer Campaign 2024,X,Carousel,2/17/2025,18:45,Lifestyle,"Gen Z (18-24, Urban)",TRUE,125.99,11898,17791,902,508,85,11671.61,0.25,0.0286,0.0758,1,4,26,0.36,0
CMP1013,Spring Campaign 2025,X,Story,2/5/2025,7:45,Promotion,"Professionals (25-54, B2B)",TRUE,8.23,6159,7253,542,288,56,3405.03,0.03,0.0397,0.088,12,2,10,0.56,17
CMP1013,Back to School Campaign 2024,X,Story,2/15/2025,8:15,Product Launch,"Millennials (25-34, Suburban)",TRUE,76.88,8136,11214,454,168,24,1370.93,0.46,0.015,0.0558,14,5,15,-0.27,78
CMP1013,Holiday Campaign 2024,Instagram,Image,2/8/2025,6:15,Product Launch,"Professionals (25-54, B2B)",FALSE,11.46,1821,2631,201,124,8,1030.4,0.09,0.0471,0.1104,13,7,17,0.55,0
CMP1013,Back to School Campaign 2025,Instagram,Reel,2/21/2025,17:15,Product Launch,"Millennials (25-34, Suburban)",TRUE,58.69,4951,7167,522,225,30,1597.35,0.26,0.0314,0.1054,2,1,43,0.06,91
CMP1013,Spring Campaign 2025,X,Story,2/7/2025,13:45,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,23.7,4056,6380,393,123,13,789.1,0.19,0.0193,0.0969,14,4,50,-0.4,89
CMP1013,Spring Campaign 2024,X,Carousel,2/12/2025,20:00,Promotion,"Professionals (25-54, B2B)",TRUE,64.47,4236,5480,164,68,5,564.24,0.95,0.0124,0.0387,7,10,14,0,0
CMP1013,Fall Campaign 2025,Facebook,Video,2/3/2025,11:15,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,30.05,2694,4335,134,43,6,248.03,0.7,0.0099,0.0497,11,4,13,-0.06,96
CMP1013,Summer Campaign 2025,TikTok,Carousel,2/28/2025,7:45,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,101.03,8316,13531,246,117,16,699.36,0.86,0.0086,0.0296,14,10,38,0.14,0
CMP1013,Holiday Campaign 2024,LinkedIn,Video,2/27/2025,15:00,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,41.87,5870,8080,506,265,25,1329.89,0.16,0.0328,0.0862,3,2,26,0.44,23
CMP1013,Summer Campaign 2025,TikTok,Reel,2/13/2025,13:30,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,13.02,6759,9905,684,306,43,515.77,0.04,0.0309,0.1012,11,6,14,0.64,106
CMP1013,Summer Campaign 2025,Facebook,Image,2/6/2025,22:45,Promotion,"Gen Z (18-24, Urban)",FALSE,2.08,269,313,20,7,0,0,0.3,0.0224,0.0743,4,5,48,0.45,0
CMP1013,Holiday Campaign 2025,X,Reel,2/13/2025,9:45,Promotion,"Gen Z (18-24, Urban)",FALSE,5.99,1929,2438,139,96,13,804.58,0.06,0.0394,0.0721,13,3,49,0.58,102
CMP1013,Holiday Campaign 2024,Instagram,Reel,2/24/2025,8:15,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,69.69,3741,4214,401,126,21,1254.25,0.55,0.0299,0.1072,12,8,28,0,115
CMP1013,Summer Campaign 2025,Instagram,Image,2/8/2025,21:00,User Testimonial,"Parents (30-45, Suburban)",FALSE,2.01,278,339,16,4,0,0,0.5,0.0118,0.0576,4,4,18,-0.49,0
CMP1013,Spring Campaign 2024,LinkedIn,Carousel,2/23/2025,18:30,Promotion,"Gen Z (18-24, Urban)",FALSE,4.02,5784,9036,493,282,32,3676.78,0.01,0.0312,0.0852,6,10,12,-0.12,0
CMP1013,Back to School Campaign 2025,Instagram,Story,2/27/2025,13:30,Behind-the-Scenes,"Millennials (25-34, Suburban)",FALSE,0.17,1205,1592,65,24,4,571.96,0.01,0.0151,0.0539,7,3,32,0.07,6
CMP1013,Fall Campaign 2025,Instagram,Video,2/25/2025,21:00,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,41.39,3443,5335,326,138,15,1024.27,0.3,0.0259,0.0947,0,7,9,0.07,72
CMP1013,Spring Campaign 2025,X,Story,2/10/2025,7:00,User Testimonial,"Gen Z (18-24, Urban)",TRUE,100.08,5805,7173,658,372,27,907.8,0.27,0.0519,0.1134,11,6,28,0.94,107
CMP1013,Fall Campaign 2024,Instagram,Carousel,2/11/2025,13:00,Promotion,"Gen X (35-50, Mixed)",FALSE,9.74,2782,3918,91,62,9,527.5,0.16,0.0158,0.0327,13,5,14,0.63,0
CMP1013,Back to School Campaign 2024,X,Carousel,2/13/2025,7:45,Product Launch,"Gen Z (18-24, Urban)",TRUE,1.09,1373,1832,55,30,5,529.35,0.04,0.0164,0.0401,11,7,26,0.26,0
CMP1013,Fall Campaign 2025,X,Carousel,2/13/2025,11:00,User Testimonial,"Professionals (25-54, B2B)",TRUE,51.94,10638,13540,728,413,74,10644.86,0.13,0.0305,0.0684,5,1,15,0.13,0
CMP1013,Summer Campaign 2025,LinkedIn,Image,2/12/2025,8:45,Behind-the-Scenes,"Gen Z (18-24, Urban)",FALSE,4.85,2310,3101,73,24,4,247.41,0.2,0.0077,0.0316,2,0,9,0.55,0
CMP1013,Spring Campaign 2025,LinkedIn,Video,2/4/2025,21:45,Lifestyle,"Gen Z (18-24, Urban)",TRUE,80.9,11062,15461,696,354,48,4071.34,0.23,0.0229,0.0629,1,5,26,0.73,77
CMP1013,Spring Campaign 2024,LinkedIn,Story,2/7/2025,14:00,Behind-the-Scenes,"Professionals (25-54, B2B)",FALSE,1.56,4608,6661,455,174,32,1456.97,0.01,0.0261,0.0987,15,1,21,0.2,56
CMP1013,Spring Campaign 2024,X,Image,2/28/2025,10:30,User Testimonial,"Gen Z (18-24, Urban)",FALSE,1.33,4742,7383,110,56,10,1225.66,0.02,0.0076,0.0232,15,3,16,0.48,0
CMP1013,Back to School Campaign 2024,TikTok,Reel,2/18/2025,23:00,Lifestyle,"Parents (30-45, Suburban)",TRUE,23.45,4024,4767,391,169,33,2091.96,0.14,0.0355,0.0972,14,5,5,0.03,5
CMP1013,Holiday Campaign 2024,Instagram,Carousel,2/2/2025,6:15,Product Launch,"Gen Z (18-24, Urban)",FALSE,0.07,7367,9328,757,364,42,4787.98,0,0.039,0.1028,8,7,11,-0.05,0
CMP1013,Back to School Campaign 2025,X,Carousel,2/27/2025,13:30,Lifestyle,"Professionals (25-54, B2B)",TRUE,31.77,3151,4835,312,212,20,1386.16,0.15,0.0438,0.099,6,0,50,0.13,0
CMP1013,Back to School Campaign 2025,Instagram,Reel,2/25/2025,21:00,Lifestyle,"Gen Z (18-24, Urban)",TRUE,39.29,6414,8475,578,267,47,1974.17,0.15,0.0315,0.0901,0,9,14,0.82,10
CMP1014,Holiday Campaign 2025,TikTok,Image,3/13/2025,19:45,User Testimonial,"Parents (30-45, Suburban)",TRUE,48.01,10160,14438,1107,452,68,9160.53,0.11,0.0313,0.109,9,0,23,-0.14,0
CMP1014,Holiday Campaign 2024,X,Image,3/20/2025,17:15,Product Launch,"Gen X (35-50, Mixed)",TRUE,45.89,7137,9592,637,355,53,5564.29,0.13,0.037,0.0893,14,6,23,0.29,0
CMP1014,Holiday Campaign 2025,TikTok,Carousel,3/13/2025,10:15,User Testimonial,"Gen X (35-50, Mixed)",TRUE,33.95,6536,7899,559,299,57,3288.69,0.11,0.0379,0.0855,13,6,21,0.54,0
CMP1014,Fall Campaign 2025,Facebook,Image,3/13/2025,7:15,Lifestyle,"Gen Z (18-24, Urban)",TRUE,7.43,3406,4321,368,185,16,978.59,0.04,0.0428,0.108,10,1,23,0.25,0
CMP1014,Spring Campaign 2025,X,Carousel,3/9/2025,6:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,1.8,3595,4454,332,134,20,424.13,0.01,0.0301,0.0924,10,1,19,-0.42,0
CMP1014,Summer Campaign 2025,X,Video,3/27/2025,18:15,Promotion,"Gen Z (18-24, Urban)",TRUE,5.55,4006,4454,358,249,47,2172.75,0.02,0.0559,0.0894,2,4,20,0.38,62
CMP1014,Summer Campaign 2025,X,Image,3/24/2025,11:45,Lifestyle,"Gen Z (18-24, Urban)",TRUE,108.15,14234,16474,689,415,43,4679.95,0.26,0.0252,0.0484,5,3,44,0.72,0
CMP1014,Fall Campaign 2025,Facebook,Carousel,3/13/2025,10:00,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,70.85,6079,8233,236,126,18,2508.05,0.56,0.0153,0.0388,5,5,25,-0.47,0
CMP1014,Fall Campaign 2024,TikTok,Video,3/3/2025,15:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,29.41,8418,11186,899,379,42,6032.29,0.08,0.0339,0.1068,9,2,49,0.81,58
CMP1014,Holiday Campaign 2025,LinkedIn,Image,3/27/2025,23:15,Lifestyle,"Gen X (35-50, Mixed)",TRUE,17.61,6627,8145,515,193,24,1539.24,0.09,0.0237,0.0777,1,4,14,-0.33,0
CMP1014,Spring Campaign 2025,Instagram,Story,3/9/2025,19:15,User Testimonial,"Gen Z (18-24, Urban)",TRUE,26.41,7671,10176,738,276,27,1296.72,0.1,0.0271,0.0962,3,2,9,0.46,94
CMP1014,Fall Campaign 2024,LinkedIn,Story,3/23/2025,11:45,Product Launch,"Gen Z (18-24, Urban)",FALSE,1.44,7166,8425,599,192,18,2088.54,0.01,0.0228,0.0836,15,0,34,0.36,77
CMP1014,Back to School Campaign 2025,LinkedIn,Carousel,3/26/2025,18:30,Product Launch,"Gen Z (18-24, Urban)",FALSE,7.92,7233,9704,541,345,40,3577.4,0.02,0.0356,0.0748,9,0,46,0.23,0
CMP1014,Spring Campaign 2024,LinkedIn,Reel,3/2/2025,21:45,Promotion,"Gen Z (18-24, Urban)",TRUE,0.49,6543,9069,590,344,59,5930.51,0,0.0379,0.0902,5,10,15,1,87
CMP1014,Spring Campaign 2025,Instagram,Video,3/19/2025,17:00,User Testimonial,"Parents (30-45, Suburban)",TRUE,35.99,5992,9960,511,350,56,1504.63,0.1,0.0351,0.0853,5,6,26,0.17,120
CMP1014,Fall Campaign 2025,Facebook,Video,3/7/2025,20:45,Promotion,"Gen X (35-50, Mixed)",TRUE,17.16,2535,2861,120,44,2,108.88,0.39,0.0154,0.0473,12,6,14,0.8,26
CMP1014,Summer Campaign 2024,TikTok,Video,3/19/2025,11:30,User Testimonial,"Gen X (35-50, Mixed)",TRUE,10.01,2211,3396,68,39,6,125.63,0.26,0.0115,0.0308,14,2,35,0.52,84
CMP1014,Holiday Campaign 2024,TikTok,Image,3/12/2025,19:15,Product Launch,"Professionals (25-54, B2B)",TRUE,25.13,4585,5626,472,240,35,645.6,0.1,0.0427,0.1029,13,9,26,-0.04,0
CMP1014,Spring Campaign 2025,LinkedIn,Story,3/8/2025,16:15,Lifestyle,"Millennials (25-34, Suburban)",TRUE,1.31,4193,5165,272,97,9,1134.18,0.01,0.0188,0.0649,2,2,22,0.98,6
CMP1014,Spring Campaign 2025,Instagram,Reel,3/24/2025,19:00,Product Launch,"Professionals (25-54, B2B)",TRUE,6.89,7539,9476,730,243,14,1421.36,0.03,0.0256,0.0968,7,4,46,-0.28,30
CMP1014,Holiday Campaign 2025,LinkedIn,Video,3/6/2025,10:15,Behind-the-Scenes,"Professionals (25-54, B2B)",FALSE,0.78,4457,7102,323,221,22,3038.89,0,0.0311,0.0725,1,7,25,-0.38,23
CMP1014,Summer Campaign 2025,Facebook,Carousel,3/11/2025,7:00,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,27.48,3561,5874,314,219,34,3533.4,0.13,0.0373,0.0882,8,6,12,-0.05,0
CMP1014,Back to School Campaign 2025,Facebook,Carousel,3/8/2025,10:45,Promotion,"Gen Z (18-24, Urban)",TRUE,0.67,7514,8491,804,305,20,1124.9,0,0.0359,0.107,9,2,50,-0.12,0
CMP1014,Back to School Campaign 2024,Instagram,Carousel,3/11/2025,6:15,User Testimonial,"Gen Z (18-24, Urban)",TRUE,72.8,4859,6392,545,163,19,753.97,0.45,0.0255,0.1122,8,8,19,-0.02,0
CMP1014,Summer Campaign 2025,X,Video,3/21/2025,8:45,User Testimonial,"Gen X (35-50, Mixed)",TRUE,0.59,1396,1858,142,85,14,1889.6,0.01,0.0457,0.1017,0,6,39,0.83,61
CMP1014,Holiday Campaign 2025,TikTok,Story,3/5/2025,12:00,Promotion,"Millennials (25-34, Suburban)",FALSE,5.11,7453,8313,367,114,8,972.34,0.04,0.0137,0.0492,1,9,23,0.19,68
CMP1014,Holiday Campaign 2024,Instagram,Image,3/20/2025,23:30,User Testimonial,"Millennials (25-34, Suburban)",TRUE,34.26,6327,8224,287,87,10,164.34,0.39,0.0106,0.0454,2,10,38,-0.45,0
CMP1014,Back to School Campaign 2025,LinkedIn,Carousel,3/8/2025,9:00,Promotion,"Gen X (35-50, Mixed)",TRUE,167.04,11092,14628,1284,835,54,741.99,0.2,0.0571,0.1158,13,6,17,0.17,0
CMP1014,Spring Campaign 2024,LinkedIn,Carousel,3/21/2025,21:00,Lifestyle,"Parents (30-45, Suburban)",TRUE,227.86,20998,27681,926,591,32,3076.96,0.39,0.0214,0.0441,3,6,49,-0.2,0
CMP1014,Holiday Campaign 2025,Instagram,Carousel,3/9/2025,10:00,Product Launch,"Professionals (25-54, B2B)",TRUE,55.03,6734,8214,749,446,84,10620.41,0.12,0.0543,0.1112,8,10,25,-0.39,0
CMP1014,Spring Campaign 2024,LinkedIn,Carousel,3/4/2025,8:30,Product Launch,"Gen Z (18-24, Urban)",TRUE,10.27,7112,9726,712,389,55,1679.29,0.03,0.04,0.1001,4,6,41,1,0
